	Jour	Annee	Mois	Jour.1	Depart	Arrivee	Pays	Km_jours	Km_cumule	Altitude	Lat_degres	Lat_minutes	Lat_decimale	Lat_radian	Long_degres	Long_minutes	Long_decimale	Long_radian	km_vol_oiseau	km_corde	km_segment	km_cumule	Unnamed: 22	Objet	Lieu	Contexte	Catégorie	Post	Jour xxx	Titre	Unnamed: 30	Poids	Taille	Couleur	Matiere	Origine	Unnamed: 36	Date	Coordonnees
940	941	2015	7	26	Budapest	Budapest	Hungary	0	15018	108	47	30.054	47.5009	0.829	19	4.919	19.082	0.333	1728.3	1723.0	1.1	67693.4		Plastique rose	"Budapest	 Bethlen Gábor utca	 Hongrie"	Repos	Almanach	0	Jour 941			0.49	18	11	3	2		dimanche 26 juillet 2015	"N 47°30	054' E 19°04	919'"
942	943	2015	7	28	Budapest	Kismaros	Hungary	60	15078	109	47	49.306	47.8218	0.8346	19	0.687	19.0115	0.3318	1717.0	1711.8	36.2	67729.7		Adaptateur de valve de chambre à air 	"Kismaros	 Hongrie"	"Route avec Dori	 sortie de Budapest "	Almanach	0	Jour 943			3.46	16	4	2	2		mardi 28 juillet 2015	"N 47°49	306' E 19°0	687'"
941	942	2015	7	27	Budapest	Budapest	Hungary	0	15018	109	47	30.013	47.5002	0.829	19	5.026	19.0838	0.3331	1728.4	1723.1	0.2	67693.6		Trombone	"Budapest	 Keleti pályaudvar	 Hongrie"	Quand arrive la pluie	Almanach	0	Jour 942			0.96	50	14	2	2		lundi 27 juillet 2015	"N 47°30	013' E 19°05	026°"
517	518	2014	3	1	Yogiakarta	Yogiakarta	Indonesia	30	8081	109	-7	#CHAMP!	#CHAMP!	#CHAMP!	110	21.92	110.3653	1.9262	12461.8	10569.0	4.0	41310.8		Bijoux engrenage	"51 Electro	 Yogyakarta"	Recherche de solenoïdes	Almanach	0	Jour 518			0.1	12	14	2	2		samedi 1 mars 2014	"S 07°46	973' E 110°21	920'"
678	679	2014	11	6	Guwahati	Entre-Guwahati-et-Lucknow	India	0	10771	109	26	37.426	26.6238	0.4647	88	21.151	88.3525	1.542	8019.3	7500.6	342.1	49040.6		Pan	"Entre Guwahati et Lucknow	 voie ferré"	36 heure de train	Almanach	0	Jour 679			0.71	26	17	1	1		jeudi 6 novembre 2014	"N 26°37	4258' E 88°21	1513'"
885	886	2015	6	1	Istanbul	Istanbul	Turkey	0	13293	110	41	1.955	41.0326	0.7162	28	58.53	28.9755	0.5057	2711.9	2691.5	0.1	66304.8		Objet caoutchouc noir	Galataseray	RDV Aynur - RDV Zeynep	Almanach	0	Jour 886			0.88	15	15	3	2		lundi 1 juin 2015	"N 41°01	955' E 28°58	530'"
512	513	2014	2	24	Yogiakarta	Yogiakarta	Indonesia	30	7986	110	-7	#CHAMP!	#CHAMP!	#CHAMP!	110	22.65	110.3775	1.9264	12464.8	10570.7	6.8	41299.8		Gomme	"HonFablab	 Yogiakarta"	"Premier contact	 HonFablab"	Almanach	0	Jour 513			4.05	28	11	3	2		lundi 24 février 2014	"S 07°48	490' E 110°22	650'"
422	423	2013	11	26	Los-Angeles	Los-Angeles	U.S.A	0	5920	110	33	58.42	33.9737	0.593	-118	#CHAMP!	#CHAMP!	#CHAMP!	8791.3	8110.6	0.7	24974.2		Allumettes	Centre de Whittier	Journée transport	Carnet de bord	1	Jour 423	Centre de Whittier		1.74	46	17	0	2		mardi 26 novembre 2013	"N 33°58	420' W 118°01	991'"
521	522	2014	3	5	Kansongan	Yogiakarta	Indonesia	15	8126	112	-7	#CHAMP!	#CHAMP!	#CHAMP!	110	22.65	110.3775	1.9264	12464.8	10570.7	6.9	41326.6		Clous	"HonFablab	 Yogyakarta"	Présentation du projet	Almanach	0	Jour 522			3.14	24	14	2	2		mercredi 5 mars 2014	"S 07°48	490' E 110°22	650'"
636	637	2014	9	25	Wat-Kosamphi	Tak	Thailand	40	9516	112	16	52.338	16.8723	0.2945	99	7.386	99.1231	1.73	9569.3	8695.3	28.9	46610.2		Extension de fermeture eclaire	"Tak	 Thaïlande"	Syncronisation	Carnet de bord	1	Jour 637	Sur la route de Tak		2.25	45	15	0	2		jeudi 25 septembre 2014	"N 16°52	3380' E 99°07	386'"
421	422	2013	11	25	Los-Angeles	Los-Angeles	U.S.A	0	5920	113	33	58.047	33.9675	0.5928	-118	#CHAMP!	#CHAMP!	#CHAMP!	8791.8	8111.0	42.1	24973.6		Collier tronbonne	Whittier campus	Conférence	Carnet de bord	1	Jour 422	Whittier campus		2.65	200	14	2	2		lundi 25 novembre 2013	"N 33°58	047' W 118°01	962'"
924	925	2015	7	10	Belgrade	Belgrade	Serbia	0	14438	114	44	48.783	44.8131	0.7821	20	28.272	20.4712	0.3573	1909.2	1902.0	0.1	67305.4		Languette fer	"Takovska	 Belgrad	 Serbie"	Vernissage	Almanach	0	Jour 925			0.17	20	14	2	2		vendredi 10 juillet 2015	"N 44°48	783' E 20°28	272'"
926	927	2015	7	12	Belgrade	Belgrade	Serbia	0	14438	115	44	48.915	44.8153	0.7822	20	27.365	20.4561	0.357	1908.0	1900.8	0.3	67306.7		Vis	"Carice Milice	 Belgrad	 Serbie"	Day off	Almanach	0	Jour 927			0.65	6	14	2	2		dimanche 12 juillet 2015	"N 44°48	915' E 20°27	365'"
754	755	2015	1	21	Lucknow	Lucknow	India	0	10771	115	26	51.873	26.8646	0.4689	80	54.501	80.9084	1.4121	7473.1	7052.2	3.8	59531.6		Nœud plastique	"Chwok	 Lucknow"	Tunday Kabab	Almanach	0	Jour 755			2.02	53	4	3	2		mercredi 21 janvier 2015	"N 26°51	873' E 80°54	501'"
861	862	2015	5	8	Akliman	Zaviye	Turkey	65	12578	116	41	52.675	41.8779	0.7309	34	33.052	34.5509	0.603	3084.2	3054.2	45.4	65732.7		Tube plastique violet 	"Zaviye	 Turquie "	Montagnes russes	Almanach	0	Jour 862			2.0	29	10	3	2		vendredi 8 mai 2015	"N 41°52	675' E 34°33	052'"
943	944	2015	7	29	Kismaros	Tat	Hungary	70	15148	116	47	45.285	47.7548	0.8335	18	37.524	18.6254	0.3251	1689.7	1684.7	29.8	67759.5		Pierre	"Tat	 Hongrie "	Urgences pour Roxana 	Carnet de bord	1	Jour 944	"Le Danube	 encore et toujours..."		1.22	13	14	1	1		mercredi 29 juillet 2015	"N 47°45	285' E 18°37	524'"
681	682	2014	11	9	Lucknow	Lucknow	India	0	10771	117	26	50.691	26.8448	0.4685	80	56.897	80.9483	1.4128	7477.5	7055.9	3.9	49784.0		Hélice plastique	"Park road	 Lucknow"	Journée boulot	Almanach	0	Jour 682			0.59	58	6	3	2		dimanche 9 novembre 2014	"N 26°50	6909' E 80°56	8971'"
927	928	2015	7	13	Belgrade	Belgrade	Serbia	0	14438	118	44	49.045	44.8174	0.7822	20	27.678	20.4613	0.3571	1908.3	1901.2	0.5	67307.2		Jouet plastique	"Dositejeva	 Belgrad	 Serbie"	Day off 	Almanach	0	Jour 928			0.13	25	4	3	2		lundi 13 juillet 2015	"N 44°49	045' E 20°27	678'"
753	754	2015	1	20	Lucknow	Lucknow	India	0	10771	119	26	51.48	26.858	0.4688	80	56.753	80.9459	1.4128	7476.3	7054.9	1.9	59527.8		Fiche bleue	"Shahnajaf Imambara	 Lucknow"	"Visite	 Shoping"	Almanach	0	Jour 754			4.92	40	8	0	2		mardi 20 janvier 2015	"N 26°51	4796' E 80°56	7529'"
405	406	2013	11	9	Tijuana	Tijuana	Mexico	0	5640	119	32	32.437	32.5406	0.5679	-116	#CHAMP!	#CHAMP!	#CHAMP!	8851.5	8157.0	10.1	24573.2		Bracelet caoutchouc	Avenida Licenciado Jose	Journée off	Carnet de bord	1	Jour 406	Avenida Licenciado Jose		4.57	172	8	3	2		samedi 9 novembre 2013	"N 32°32	437' W 116°55	767'"
944	945	2015	7	30	Tat	Acs	Hungary	60	15208	120	47	42.799	47.7133	0.8328	17	57.349	17.9558	0.3134	1641.0	1636.5	50.3	67809.8		Plastique Bleu	"Acs	 Hongrie"	Champ de blé et voie ferré 	Almanach	0	Jour 945			0.61	27	9	2	1		jeudi 30 juillet 2015	"N 47°42	799' E 17°57	349'"
936	937	2015	7	22	Dunavecse	Budapest	Hungary	90	15018	120	47	30.095	47.5016	0.8291	19	4.894	19.0816	0.333	1728.2	1722.9	66.5	67687.7		Ruban de cuivre	"Bethlem Gabor Utca	 Budapest "	Arrivée à Budapest 	Carnet de bord	1	Jour 937	Arrivée à Budapest		0.48	54	3	2	2		mercredi 22 juillet 2015	"N 47°30	095' E 19°04	894'"
923	924	2015	7	9	Belgrade	Belgrade	Serbia	0	14438	120	44	48.734	44.8122	0.7821	20	28.256	20.4709	0.3573	1909.2	1902.1	0.9	67305.3		Tourillon	"Belgrade	 Bulgarie"	Boulot	Almanach	0	Jour 924			0.83	30	2	1	2		jeudi 9 juillet 2015	"N 44°48	734' E 20°28	256'"
684	685	2014	11	12	Lucknow	Lucknow	India	0	10771	122	26	49.864	26.8311	0.4683	80	55.537	80.9256	1.4124	7476.9	7055.4	0.2	49787.6		Médaille métalique	"Train sation	 Lucknow"	départ	Almanach	0	Jour 685			0.19	13	14	2	2		mercredi 12 novembre 2014	"N 26°49	8643' E 80°55	5367'"
945	946	2015	7	31	Acs	Asvanyraro	Hungary	60	15268	122	47	47.887	47.7981	0.8342	17	30.201	17.5034	0.3055	1606.1	1601.9	35.1	67845.0		Tube de colle	"Asvanyraro	 Hongrie"	3 chevreuilles au petit déjeuner 	Almanach	0	Jour 946			1.41	23	0	0	2		vendredi 31 juillet 2015	"N 47°47	887' E 17°30	201'"
922	923	2015	7	8	Malo-Bavaniste	Belgrade	Serbia	80	14438	123	44	48.977	44.8163	0.7822	20	27.63	20.4605	0.3571	1908.3	1901.1	52.3	67304.4		Porte clé	Belgrade	Canicule	Almanach	0	Jour 923			2.51	36	14	2	2		mercredi 8 juillet 2015	"N 44°48	977' E 20°27	630'"
399	400	2013	11	3	Santa-Rosalia	Santa-Lucia	Mexico	65	5395	123	27	23.499	27.3917	0.4781	-112	#CHAMP!	#CHAMP!	#CHAMP!	9012.5	8280.0	412.1	23788.3		Cristal	Sortie de Santa Rosalia	Reprise difficile	Carnet de bord	1	Jour 400	Sortie de Santa Rosalia		2.23	16	13	6	1		dimanche 3 novembre 2013	"N 27°23	499' W 112°20	236'"
679	680	2014	11	7	Entre-Guwahati-et-Lucknow	Lucknow	India	0	10771	123	26	49.886	26.8314	0.4683	80	55.501	80.925	1.4124	7476.9	7055.4	738.1	49778.7		Rosace plastique	Lucknow train station	Première grosse ville Indienne	Almanach	0	Jour 680			0.31	34	6	3	2		vendredi 7 novembre 2014	"N 26°49	8863' E 80°55	5009'"
928	929	2015	7	14	Belgrade	Belgrade	Serbia	0	14438	123	44	48.799	44.8133	0.7821	20	28.225	20.4704	0.3573	1909.1	1902.0	0.9	67308.0		Ressort	"Belgrade	 Serbie"	Day off 	Almanach	0	Jour 929			0.09	17	14	2	2		mardi 14 juillet 2015	"N 44°48	799' E 20°28	225'"
680	681	2014	11	8	Lucknow	Lucknow	India	0	10771	124	26	49.946	26.8324	0.4683	80	54.67	80.9112	1.4122	7475.8	7054.5	1.4	49780.1		fermeture éclaire bleu	"Quartier de la gare	 Lucknow"	Journée boulot	Almanach	0	Jour 681			1.33	33	7	2	2		samedi 8 novembre 2014	"N 26°49	9464' E 80°54	6697'"
925	926	2015	7	11	Belgrade	Belgrade	Serbia	0	14438	124	44	48.97	44.8162	0.7822	20	27.609	20.4602	0.3571	1908.2	1901.1	0.9	67306.4		Languette cuivre	"Trg republike	 Belgrad	 Serbie"	Prolongation à Belgrad	Almanach	0	Jour 926			0.13	24	3	2	2		samedi 11 juillet 2015	"N 44°48	970' E 20°27	609'"
683	684	2014	11	11	Lucknow	Lucknow	India	0	10771	125	26	49.98	26.833	0.4683	80	55.498	80.925	1.4124	7476.7	7055.3	0.4	49787.4		Boutton	Reservation center	Armistice sur TV5 Monde	Almanach	0	Jour 684			0.28	14	7	3	2		mardi 11 novembre 2014	"N 26°49	9798' E 80°55	4976'"
919	920	2015	7	5	Iron-gate	Route-de-Dobra	Serbia	75	14243	126	44	34.416	44.5736	0.778	22	1.072	22.0179	0.3843	2033.3	2024.7	40.1	67175.8		Tube allu brisé	"Route de Dobra	 tunnel n11	 Serbie"	Le Danube comme un lac sans fin 	Carnet de bord	1	Jour 920	Arrivée à Belgrade		0.86	20	14	2	2		dimanche 5 juillet 2015	"N 44°34	416' E 22°01	072'"
670	671	2014	10	29	Montagne-Manipur	Deopani-Temple	India	45	10561	126	26	13.063	26.2177	0.4576	93	49.59	93.8265	1.6376	8429.9	7828.6	71.3	48418.1		Languette métal ciselée	Deopani Temple	Première nuit avec Shiva 	Almanach	0	Jour 671			0.12	38	14	2	2		mercredi 29 octobre 2014	"N 26°13	0631' E 93°49	5902'"
682	683	2014	11	10	Lucknow	Lucknow	India	0	10771	128	26	50.02	26.8337	0.4683	80	55.279	80.9213	1.4123	7476.4	7055.0	3.0	49787.0		Objet métalique	"Quartier de la gare	 Lucknow"	Tourista	Carnet de bord	1	Jour 683	Arrivée à Lucknow		3.07	25	14	2	2		lundi 10 novembre 2014	"N 26°50	02' E 80°55	2787'"
757	758	2015	1	24	Lucknow	Lucknow	India	0	10771	130	26	49.915	26.8319	0.4683	80	55.566	80.9261	1.4124	7476.9	7055.4	2.6	59538.8		Morceau de briquet	"Railway train station	 Lucknow"	"Tadkal	 réservation d'urgence"	Carnet de bord	1	Jour 758	Lucknow		2.42	43	15	0	2		samedi 24 janvier 2015	"N 26°49	915' E 80°55	566'"
758	759	2015	1	25	Lucknow	Lucknow	India	5	10776	130	26	49.809	26.8302	0.4683	80	55.366	80.9228	1.4124	7476.8	7055.3	0.4	59539.2		Objet métal 	"train station	 Lucknow"	Départ pour Jaipur	Almanach	0	Jour 759			3.13	49	14	2	2		dimanche 25 janvier 2015	"N 26°49	809' E 80°55	366'"
400	401	2013	11	4	Santa-Lucia	San-Ignacio	Mexico	40	5435	131	27	17.05	27.2842	0.4762	-113	#CHAMP!	#CHAMP!	#CHAMP!	9064.9	8319.8	68.4	23856.7		Epines de cactus	Transpeninsular Highway 1	Bivouac aux épines	Carnet de bord	1	Jour 401	Transpeninsular Highway 1		0.34	47	14	1	1		lundi 4 novembre 2013	"N 27°17	050' W 113°01	158'"
756	757	2015	1	23	Lucknow	Lucknow	India	0	10771	135	26	50.583	26.8431	0.4685	80	56.917	80.9486	1.4128	7477.7	7056.0	1.8	59536.3		Réservoir de briquet	"Tapar House	 Lucknow"	Boulot	Almanach	0	Jour 757			3.66	60	16	0	2		vendredi 23 janvier 2015	"N 26°50	583' E 80°56	9166'"
755	756	2015	1	22	Lucknow	Lucknow	India	0	10771	135	26	50.989	26.8498	0.4686	80	55.898	80.9316	1.4125	7475.9	7054.6	2.8	59534.4		Os de poulet	"Aminabad	 Lucknow	"	Pas de boutique de vélo	Almanach	0	Jour 756			1.66	64	3	7	1		jeudi 22 janvier 2015	"N 26°50	9887' E 80°55	8978'"
48	49	2012	11	17	Bilbao	Areta	Spain	25	1426	136	43	8.923	43.1487	0.7531	-2	#CHAMP!	#CHAMP!	#CHAMP!	546.4	546.3	15.0	964.8		Ticket	Areta		Carnet de bord	1	Jour 49	Areta		0.66	102	6	5	2		samedi 17 novembre 2012	"N 43°08	923' W 2°56	619'"
403	404	2013	11	7	Guerrero-Negro	Tijuana	Mexico	40	5610	138	32	31.618	32.527	0.5677	-116	#CHAMP!	#CHAMP!	#CHAMP!	8855.6	8160.1	612.2	24557.7		Boucle d’oreille	"Square d'Otay	 Tijuana"	Rodada	Carnet de bord	1	Jour 404	"Square d'Otay	 Tijuana"		1.65	40	7	0	2		jeudi 7 novembre 2013	"N 32°31	618' W 116°58	678'"
46	47	2012	11	15	Lekeito	Bilbao	Spain	65	1401	139	43	21.476	43.3579	0.7567	-2	#CHAMP!	#CHAMP!	#CHAMP!	530.0	529.9	2.0	916.7			Route de Bilbao		Carnet de bord	1	Jour 47	Route de Bilbao		22.36	60	14	2	2		jeudi 15 novembre 2012	"N 43°21	476' W 2°31	416'"
262	263	2013	6	19	Palenque	Palenque	Mexico	0	5250	140	17	29.557	17.4926	0.3053	-92	#CHAMP!	#CHAMP!	#CHAMP!	8424.4	7824.2	57.2	20683.9		Tige de metal	Welib Ha	Baignade	Carnet de bord	1	Jour 263	Welib Ha		0.63	42	5	3	2		mardi 18 juin 2013	"N 17°14	440' W 91°34	324'"
444	445	2013	12	18	Plaskett-Creek	Big-Sur	U.S.A	70	6475	143	36	10.779	36.1797	0.6315	-121	#CHAMP!	#CHAMP!	#CHAMP!	8802.4	8119.2	35.0	25490.4		Fil électrique	Route de Big Sur	Incendie	Carnet de bord	1	Jour 445	Route de Big Sur		2.89	390	7	0	2		mercredi 18 décembre 2013	"N 36°10	779' W 121°41	983'"
261	262	2013	6	18	Palenque	Palenque	Mexico	0	5250	145	17	14.44	17.2407	0.3009	-91	#CHAMP!	#CHAMP!	#CHAMP!	8410.2	7813.1	56.9	20626.7		Fragment de pierre des ruines de Palenque	Ruines de Palenque	Exploration des ruines	Carnet de bord	1	Jour 262	Ruines de Palenque		1.96	56	14	2	2		lundi 17 juin 2013	"N 17°29	310' W 92°02	459'"
946	947	2015	8	1	Asvanyraro	National Park Danube-Auen	Austria	90	15358	145	48	8.399	48.14	0.8402	16	52.676	16.8779	0.2946	1554.7	1550.8	60.1	67905.1		Joint cahoutchouc	"National Park Donauauen	 Autriche "	Wilkommen	Almanach	0	Jour 947			0.73	25	4	3	2		samedi 1 août 2015	"N 48°08	399' E 16°52	676'"
260	261	2013	6	17	Palenque	Palenque	Mexico	0	5250	146	17	29.31	17.4885	0.3052	-92	#CHAMP!	#CHAMP!	#CHAMP!	8424.6	7824.5	7.2	20569.8		Pog Simpsons	Palenque	Retrouvailles	Carnet de bord	1	Jour 261	Palenque		3.79	26	13	6	1		dimanche 16 juin 2013	"N 17°30	327' W 91°58	551'"
511	512	2014	2	23	Sidoarjo	Yogiakarta	Indonesia	130	7956	148	-7	#CHAMP!	#CHAMP!	#CHAMP!	110	26.054	110.4342	1.9274	12466.8	10571.9	103.9	41292.9		Elastique	Entrée de Yogyakarta	Rencontre de Radit et de Revo	Carnet de bord	1	Jour 512	Entrée de Yogyakarta		1.78	60	15	0	2		dimanche 23 février 2014	"S 07°47	016' E 110°26	054'"
998	999	2015	9	25	Port-Carhaix	Briec	France	45	18115	149	48	6.685	48.1114	0.8397	-4	#CHAMP!	#CHAMP!	#CHAMP!	14.3	14.3	34.4	69799.3		caillou rose	"Terrain de moto cross	 Briec	 France"	Dernier bivouac	Carnet de bord	1	Jour 999	Fin de la route		2.43	16	11	8	2		vendredi 25 septembre 2015	"N 48°06	685' W 04°01	377'"
751	752	2015	1	18	Haridwar	Lucknow	India	0	10771	151	26	50.589	26.8432	0.4685	80	56.921	80.9487	1.4128	7477.7	7056.0	438.5	59523.0		Nœud plastique	"5 Park Road	 Lucknow"	Retour à Lucknow	Carnet de bord	1	Jour 752	Reconnexion progressive		0.82	124	4	3	2		dimanche 18 janvier 2015	"N 26°50	5893' E 80°56	9208'"
904	905	2015	6	20	Gurkovos	Ledenik	Bulgaria	70	13588	152	43	4.625	43.0771	0.7518	25	33.728	25.5621	0.4461	2359.2	2345.8	52.7	66743.2		Circuit électronique 	"Ledenik	 Bulgarie"	On passe la montagne	Almanach	0	Jour 905			1.3	38	3	0	2		samedi 20 juin 2015	"N 43°04	625' E 25°33	728'"
909	910	2015	6	25	Sevlievo	Lovech	Bulgaria	50	13688	153	43	10.253	43.1709	0.7535	24	44.037	24.734	0.4317	2293.4	2281.1	34.3	66820.0		Douille de munition	"Lovech	 Bulgarie "	Séparation jusqu'à Belgrade	Almanach	0	Jour 910			0.55	45	17	2	2		jeudi 25 juin 2015	"N 43°10	253' E 24°44	037'"
438	439	2013	12	12	Los-Olivos	Nipomo ?	U.S.A	60	6255	163	34	50.551	34.8425	0.6081	-120	#CHAMP!	#CHAMP!	#CHAMP!	8840.2	8148.3	24.2	25284.9		Silex	Foxen Canyon	Route des vins californiens	Carnet de bord	1	Jour 439	Foxen Canyon		0.69	12	17	6	1		jeudi 12 décembre 2013	"N 34°50	551' W°120 14	405'"
833	834	2015	4	10	Trabzon	Trabzon	Turkey	0	11963	163	40	59.149	40.9858	0.7153	39	46.732	39.7789	0.6943	3517.8	3473.3	0.7	64876.8		Fragment de clé 	"Trabzon Est	 Turquie"	Recherche d'un appartement	Almanach	0	Jour 834			2.7	31	17	2	2		vendredi 10 avril 2015	"N 40°59	149' E 39°46.732'"
73	74	2012	12	12	Almogia	Melilla	Spain	40	2006	168	36	48.14	36.8023	0.6423	-4	#CHAMP!	#CHAMP!	#CHAMP!	1245.2	1243.3	18.1	1823.9		Nid de guêpe	Route de Malaga	Course contre la montre	Carnet de bord	1	Jour 74	Route de Malaga		0.07	26	17	7	1		mercredi 12 décembre 2012	"N 36°48	140' W 4°29	507'"
731	732	2014	12	29	Agra	Agra	India	0	10771	170	27	11.893	27.1982	0.4747	77	59.828	77.9971	1.3613	7237.9	6855.1	3.0	58190.2		SIM négatif	"Agra	 Inde"	Prise de décision	Almanach	0	Jour 732			0.08	14	4	3	2		lundi 29 décembre 2014	"N 27°11	8928' E 77°59	8278'"
234	235	2013	5	22	Dakar	Aéroport-Bruxelles	Belgique	0	5220	172	50	28.969	50.4828	0.8811	4	28.139	4.469	0.078	680.7	680.4	4439.3	9956.1		Languette de métale	Aéroport de Bruxelles	Coup de stress	Carnet de bord	1	Jour 235	Aéroport de Bruxelles		1.54	32	14	2	2		mercredi 22 mai 2013	"N 50°28	969' E 4°28	139'"
76	77	2012	12	15	El-Kandoussi	Tiztoutine	Morocco	45	2111	172	35	4.299	35.0717	0.6121	-3	#CHAMP!	#CHAMP!	#CHAMP!	1439.2	1436.1	27.6	2078.1		Patte de lézard	Route de Tiztoutine	Oued à sec	Carnet de bord	1	Jour 77	Route de Tiztoutine		0.76	45	17	7	1		samedi 15 décembre 2012	"N 35°04	299' W 3°12	784'"
453	454	2013	12	27	San-Francisco	San-Francisco	U.S.A	0	6715	173	37	45.165	37.7528	0.6589	-122	#CHAMP!	#CHAMP!	#CHAMP!	8703.9	8043.0	8.3	26062.3		Perle violette	"11ème avenue	 San Francisco"	Day off	Carnet de bord	1	Jour 454	"11ème avenue	 San Francisco"		0.54	25	9	3	2		vendredi 27 décembre 2013	"N 37°45	165' W 122°28	080'"
729	730	2014	12	27	Delhi	Agra	India	0	10771	174	27	11.887	27.1981	0.4747	77	59.921	77.9987	1.3613	7238.0	6855.2	178.0	58184.3		Composant	Agra	Reconection avec l'Inde	Almanach	0	Jour 730			1.11	36	15	0	2		samedi 27 décembre 2014	"N 27°11	8868' E 77°59	9209'"
902	903	2015	6	18	Glavan	Mlekarevo	Bulgaria	40	13468	175	42	22.033	42.3672	0.7394	26	5.225	26.0871	0.4553	2431.0	2416.3	31.4	66653.1		Parfum 	"Mlekarevo	 Bulgarie"	Un Jour de pluie 	Almanach	0	Jour 903			2.78	56	16	0	2		jeudi 18 juin 2015	"N 42°22	033' E 26°05	225'"
143	144	2013	2	20	Route-de-Tan-Tan	Vallée-du-Drâa	Morocco	60	3470	175	28	39.964	28.6661	0.5003	-10	#CHAMP!	#CHAMP!	#CHAMP!	2221.9	2210.6	29.1	3316.9		Connecteurs	"Rass Oumlit	 route de Tan Tan"	Approvisionnement	Carnet de bord	1	Jour 144	"Rass Oumlit	 route de Tan Tan"		2.25	61	0	0	2		mercredi 20 février 2013	"N 28°39	964' W 10°37	661'"
947	948	2015	8	2	National Park Danube-Auen	Pishelsdorf	Austria	95	15453	178	48	20.048	48.3341	0.8436	15	57.635	15.9606	0.2786	1484.7	1481.3	71.3	67976.4		Serrure	"Pishelsdorf	 Autriche "	Un dimanche pluvieux le long du Danube 	Almanach	0	Jour 948			9.66	24	4	2	2		dimanche 2 août 2015	"N 48°20	048' E 15°57	635'"
665	666	2014	10	24	Riviere-Monywa-Kalewa	Route-Kalemyu-Tamu	Myanmar	130	10461	178	23	54.268	23.9045	0.4172	94	10.817	94.1803	1.6438	8642.7	7995.4	120.4	48132.7		billet 20 kiat	Route Kalemyu - Tamu	Tropique du Cancer	Carnet de bord	1	Jour 666	Sortie de secours		0.9	146	6	5	2		vendredi 24 octobre 2014	"N 23°54	2679' E 94°10	8172'"
142	143	2013	2	19	Guelmim	Route-de-Tan-Tan	Morocco	50	3410	179	28	49.144	28.8191	0.503	-10	#CHAMP!	#CHAMP!	#CHAMP!	2200.1	2189.2	37.5	3287.7		Coquillage du désert	Route de Tan Tan	Premier désert	Carnet de bord	1	Jour 143	Route de Tan Tan		0.77	30	17	7	1		mardi 19 février 2013	"N 28°49	144' W 10°23	118'"
730	731	2014	12	28	Agra	Agra	India	0	10771	183	27	10.786	27.1798	0.4744	78	1.188	78.0198	1.3617	7241.0	6857.7	2.9	58187.2		Fragment de Barette	Agra Fort	Machine touristique enclanchée	Almanach	0	Jour 731			0.18	22	12	3	2		dimanche 28 décembre 2014	"N 27°10	7857' E 78°01	1877'"
86	87	2012	12	25	Fès	Fès	Morocco	0	2401	194	34	3.638	34.0606	0.5945	-4	#CHAMP!	#CHAMP!	#CHAMP!	1551.4	1547.6	0.0	2293.4		Composant d'une tringle à rideaux	Fès	Journée à trois	Carnet de bord	1	Jour 87	Fès		0.64	35	3	3	2		mardi 25 décembre 2012	"N 34°03	638' W 4°57	951'"
85	86	2012	12	24	Coopérative-Mokhtara	Fès	Morocco	50	2401	194	34	3.638	34.0606	0.5945	-4	#CHAMP!	#CHAMP!	#CHAMP!	1551.4	1547.6	33.1	2293.4		Papier de chocolat.	Hôtel Moulay Idriss	Noël 2012	Carnet de bord	1	Jour 86	Hôtel Moulay Idriss		0.47	0	7	3	2		lundi 24 décembre 2012	"N 34°03	638' W 4°57	951'"
908	909	2015	6	24	Sevlievo	Sevlievo	Bulgaria	0	13638	198	43	1.284	43.0214	0.7509	25	6.203	25.1034	0.4381	2327.6	2314.7	3.3	66785.7		cuivre	"Sevlievo	 Bulgarie"	Visite de l'atelier de Stanimir	Almanach	0	Jour 909			1.45	29	17	2	2		mercredi 24 juin 2015	"N 43°01	284' E 25°06	203'"
983	984	2015	9	7	La-Brosse	Ourouer-les-Bourdelins	France	110	17295	204	46	55.866	46.9311	0.8191	2	46.829	2.7805	0.0485	530.7	530.6	84.6	69154.7		Pique rose	"Ourouer les Bourdelins	 France"	L'hiver revient 	Almanach	0	Jour 984			0.65	78	11	3	2		lundi 7 septembre 2015	"N 46°55	866' E 02°46	829'"
129	130	2013	2	6	Tiznit	Tiznit	Morocco	0	3227	208	29	41.83	29.6972	0.5183	-9	#CHAMP!	#CHAMP!	#CHAMP!	2091.2	2081.9	0.3	3116.8		Condensateur	Cantine de Tiznit	Petit déjeuné au hamlou	Carnet de bord	1	Jour 130	Cantine de Tiznit		1.92	26	6	0	2		mercredi 6 février 2013	N 29°41.830' W9°43.837'
437	438	2013	12	11	Lake-Cachuma	Los-Olivos	U.S.A	25	6195	208	34	39.352	34.6559	0.6049	-120	#CHAMP!	#CHAMP!	#CHAMP!	8849.0	8155.0	27.5	25260.6		Pétard	"Dumm School	 Los Olivos "	Sauvés du froid	Carnet de bord	1	Jour 438	"Dumm School	 Los Olivos "		1.75	67	0	0	2		mercredi 11 décembre 2013	"N 34°39	352' W 120°06	189'"
948	949	2015	8	3	Pishelsdorf	Urfahr	Austria	80	15533	217	48	13.647	48.2275	0.8417	15	17.069	15.2845	0.2668	1436.2	1433.1	51.4	68027.8		Logo vélo	"Urfahr	 Autriche "	"Châteaux	 vignobles et montagne "	Almanach	0	Jour 949			1.88	61	8	2	2		lundi 3 août 2015	"N 48°13	647' E 15°17	069'"
