	Jour	Annee	Mois	Jour.1	Depart	Arrivee	Pays	Km_jours	Km_cumule	Altitude	Lat_degres	Lat_minutes	Lat_decimale	Lat_radian	Long_degres	Long_minutes	Long_decimale	Long_radian	km_vol_oiseau	km_corde	km_segment	km_cumule	Unnamed: 22	Objet	Lieu	Contexte	Catégorie	Post	Jour xxx	Titre	Unnamed: 30	Poids	Taille	Couleur	Matiere	Origine	Unnamed: 36	Date	Coordonnees
862	863	2015	5	9	Zaviye	Abana	Turkey	60	12638	4	41	58.811	41.9802	0.7327	34	1.15	34.0192	0.5937	3039.7	3011.0	45.4	65778.1		Douille 9mm	"Abana	 Turquie "	Montagnes russe V2	Almanach	0	Jour 863			2.91	18	4	2	2		samedi 9 mai 2015	"N 41°58	811' E 34°01	150'"
855	856	2015	5	2	Fatsa	Terme	Turkey	45	12268	4	41	11.227	41.1871	0.7189	37	1.877	37.0313	0.6463	3303.2	3266.4	35.8	65487.3		Filtre cigarette plastique 	"Terme	 Turquie "	Ice cream et nuit chez les Amazones	Almanach	0	Jour 856			1.64	52	16	3	2		samedi 2 mai 2015	"N 41°11	227' E 37°01	877'"
395	396	2013	10	30	Mexico-D.F	Mazatlan	Mexico	15	5275	4	23	11.133	23.1856	0.4047	-106	#CHAMP!	#CHAMP!	#CHAMP!	8971.1	8248.5	850.8	22952.1		Ficelle	Embarcadère de Mazatlan	Emarquement	Carnet de bord	1	Jour 396	Embarcadère de Mazatlan		0.49	0	0	4	2		mercredi 30 octobre 2013	"N 23°11	133' W 106°19	315'"
447	448	2013	12	21	Watsonville	Watsonville	U.S.A	0	6555	4	36	52.762	36.8794	0.6437	-121	#CHAMP!	#CHAMP!	#CHAMP!	8743.0	8073.3	203.1	25918.7		toiles	Salle des fêtes de Watsonville	Anniversaire mexicain	Carnet de bord	1	Jour 448	Salle des fêtes de Watsonville		0.17	17	16	3	2		samedi 21 décembre 2013	"N 36°52	762' W 121°44	849'"
621	622	2014	9	10	Bangkok	Bangkok	Thailand	0	9261	5	13	44.161	13.736	0.2397	100	33.251	100.5542	1.755	9934.2	8958.5	1.0	46195.9		Crystal lustre 	"Samahan Alley	 Khlong Toei	 Khlong Toei	 Bangkok 10110	 Thaïlande"	Boulot tranquille	Almanach	0	Jour 622			8.65	58	16	0	2		mercredi 10 septembre 2014	"N 13°44	161' E 100°33	2506'"
103	104	2013	1	11	Rabat	Plage-du-Val-d''Or'	Morocco	20	2431	5	34	1.408	34.0235	0.5938	-6	#CHAMP!	#CHAMP!	#CHAMP!	1570.5	1566.6	0.8	2476.4		Cafart	Auberge de Jeunesse de Rabat	Cafart du départ	Carnet de bord	1	Jour 104	Auberge de Jeunesse de Rabat		0.14	28	17	7	1		vendredi 11 janvier 2013	"N 34°01	408' W 6°50	460'"
98	99	2013	1	6	Rabat	Rabat	Morocco	0	2411	5	34	1.415	34.0236	0.5938	-6	#CHAMP!	#CHAMP!	#CHAMP!	1570.5	1566.6	0.3	2469.3		Tube de fer à souder	Rabat	Arnaque	Carnet de bord	1	Jour 99	Rabat		5.02	58	14	2	2		dimanche 6 janvier 2013	"N 34°01	415' W 6°50	467'"
829	830	2015	4	6	Findikli	Derapazan	Turkey	65	11897	5	41	1.563	41.0261	0.716	40	24.074	40.4012	0.7051	3561.9	3515.8	65.5	64822.4		Rondelles	"Derapazan	 Turquie"	Journée route	Almanach	0	Jour 830			1.16	29	14	2	2		lundi 6 avril 2015	"N 41°01	563' E 40°24	074'"
850	851	2015	4	27	Trabzon	Akçaabat	Turkey	25	11988	5	41	2.845	41.0474	0.7164	39	32.713	39.5452	0.6902	3497.3	3453.6	19.8	65268.6		ressort 	"Akçaabat	 Turquie "	Reprise de la route et sortie de Trabzon	Almanach	0	Jour 851			0.97	18	15	0	2		lundi 27 avril 2015	"N 41°02	845' E 39°32	713'"
247	248	2013	6	4	Mazunte	Mazunte	Mexico	0	5250	5	15	39.511	15.6585	0.2733	-96	#CHAMP!	#CHAMP!	#CHAMP!	8901.0	8194.9	2.1	19937.4		Corail rouge	Mazunte	Vacance suite	Carnet de bord	1	Jour 248	Mazunte		0.78	18	1	7	1		lundi 3 juin 2013	"N 15°39	898' W 96°33	250'"
41	42	2012	11	10	Ciboure-(Socoa)	San-Sebastian	Spain	45	1261	5	43	23.427	43.3905	0.7573	-1	#CHAMP!	#CHAMP!	#CHAMP!	545.3	545.2	7.6	845.2			St Jean de Luz		Carnet de bord	1	Jour 42	St Jean de Luz		0.35	14	1	3	2		samedi 10 novembre 2012	"N 43°23	427' W 1°41	149'"
248	249	2013	6	5	Mazunte	Mazunte	Mexico	0	5250	5	15	39.511	15.6585	0.2733	-96	#CHAMP!	#CHAMP!	#CHAMP!	8902.2	8195.9	1.8	19939.2		Coquillage	Mazunte	Glandage intensif	Carnet de bord	1	Jour 249	Mazunte		0.33	46	1	3	2		mardi 4 juin 2013	"N 15°39	511' W 96°32	162'"
859	860	2015	5	6	Gerze	Gerze	Turkey	0	12468	5	41	48.031	41.8005	0.7296	35	12.035	35.2006	0.6144	3136.4	3104.8	0.5	65656.2		Capsule de canette 	"Port de Gerze	 Turquie "	Journée boulot 	Almanach	0	Jour 860			0.28	23	12	2	2		mercredi 6 mai 2015	"N 41°48	031' E 35°12	035'"
854	855	2015	5	1	Mersinköy	Fatsa	Turkey	45	12223	5	41	4.628	41.0771	0.7169	37	25.974	37.4329	0.6533	3338.7	3300.7	28.4	65451.5		Tube de paillette rouge 	"Fatsa	 Turquie "	Retour sur voix rapide 	Almanach	0	Jour 855			2.93	58	12	0	2		vendredi 1 mai 2015	"N 41°04	628' E 37°25	974'"
412	413	2013	11	16	Los-Angeles	Los-Angeles	U.S.A	0	5920	5	33	59.542	33.9924	0.5933	-118	#CHAMP!	#CHAMP!	#CHAMP!	8811.9	8126.5	0.0	24810.0		Bague de cable	"Green Avenue	 Venice Beach"	Journée repos	Carnet de bord	1	Jour 413	"Green Avenue	 Venice Beach"		0.45	10	14	2	2		samedi 16 novembre 2013	"N 33°59	542' W 118°25	285'"
415	416	2013	11	19	Los-Angeles	Los-Angeles	U.S.A	0	5920	5	33	48.449	33.8075	0.5901	-118	#CHAMP!	#CHAMP!	#CHAMP!	8826.3	8137.6	21.1	24868.7		Caoutchouc 	Paseo de La Playa	Ballade sportive	Carnet de bord	1	Jour 416	Paseo de La Playa		0.58	12	7	3	2		mardi 19 novembre 2013	"N 33°48	449' W 118°23	489'"
113	114	2013	1	21	Essaouira	Essaouira	Morocco	0	2911	5	31	30.868	31.5145	0.55	-9	#CHAMP!	#CHAMP!	#CHAMP!	1894.6	1887.6	0.1	2883.5		Filet	Port d'Essaouira	Entre deux averses	Carnet de bord	1	Jour 114	Port d'Essaouira		4.13	18	17	2	2		lundi 21 janvier 2013	"N 31°30	868' W 9°46	207'"
623	624	2014	9	12	Bangkok	Bangkok	Thailand	0	9261	6	13	44.559	13.7426	0.2399	100	33.059	100.551	1.7549	9933.4	8957.9	0.3	46196.9		Gaine de branche de lunette 	" Khlong Toei	 Bangkok"	Boulot dodo	Almanach	0	Jour 624			1.6	80	12	3	2		vendredi 12 septembre 2014	"N 13°44	5587' E 100°33	0587'"
629	630	2014	9	18	Bangkok	Bangkok	Thailand	0	9271	6	13	44.224	13.7371	0.2398	100	33.308	100.5551	1.755	9934.1	8958.4	0.4	46211.6		connecteur banane 	"Sukhumvit 4 Alley	 Khlong Toei	 Bangkok"	Boulot dodo	Almanach	0	Jour 630			3.44	40	15	0	2		jeudi 18 septembre 2014	"N 13°44	2240' E 100°33	3075'"
594	595	2014	8	14	Sri-Manjung	Parit-Buntar	Malaysia	80	9011	6	5	6.156	5.1026	0.0891	100	29.19	100.4865	1.7538	10660.3	9460.1	84.8	45201.4		Fibres de coco	Parit Buntar	Palme #4	Almanach	0	Jour 595			0.35	70	17	1	1		jeudi 14 août 2014	"N 05°06	156' E 100°29	190'"
628	629	2014	9	17	Bangkok	Bangkok	Thailand	0	9271	6	13	44.165	13.7361	0.2397	100	33.081	100.5513	1.755	9934.0	8958.3	3.1	46211.2		Ventouse	" Lumphini	 Pathum Wan	 Bangkok "	Boulot dodo	Almanach	0	Jour 629			0.93	22	1	3	2		mercredi 17 septembre 2014	"N 13°44	1648' E 100°33	0805'"
622	623	2014	9	11	Bangkok	Bangkok	Thailand	0	9261	6	13	44.549	13.7425	0.2399	100	33.215	100.5536	1.755	9933.6	8958.0	0.7	46196.6		Ornement textil	"Khlong Toei Nuea	 Watthana	 Bangkok"	Boulot dodo	Almanach	0	Jour 623			0.83	47	11	4	2		jeudi 11 septembre 2014	"N 13°44	5492' E 100°33	2148'"
625	626	2014	9	14	Bangkok	Bangkok	Thailand	10	9271	6	13	43.686	13.7281	0.2396	100	33.47	100.5578	1.7551	9935.1	8959.1	2.1	46202.0		Rotule métal	"Benjakiti Park	 Bangkok"	Ballade en famille	Carnet de bord	1	Jour 626	Nouvelles de Bangkok		9.07	24	14	2	2		dimanche 14 septembre 2014	"N 13°43	6864' E 100°33	4696'"
458	459	2014	1	1	Appartement-Ranger	San-Rafael	U.S.A	50	6790	6	37	57.512	37.9585	0.6625	-122	#CHAMP!	#CHAMP!	#CHAMP!	8688.0	8030.7	13.4	26120.4		Ampoule	San Rafael	Pas de ferry aujourd'hui	Carnet de bord	1	Jour 459	San Rafael		1.79	88	6	0	2		mercredi 1 janvier 2014	"N 37°57	512' W 122°30	776'"
162	163	2013	3	11	Dakhla	Dakhla	Morocco	0	3810	7	23	41.089	23.6848	0.4134	-15	#CHAMP!	#CHAMP!	#CHAMP!	2899.0	2874.1	1.3	4139.2		Bracelet	Du coté des égouts de Dakhla	Exploration	Carnet de bord	1	Jour 163	Du coté des égouts de Dakhla		8.54	190	14	2	2		lundi 11 mars 2013	"N 23°41	089' W 15°56	353'"
161	162	2013	3	10	Dakhla	Dakhla	Morocco	10	3810	7	23	41.69	23.6948	0.4136	-15	#CHAMP!	#CHAMP!	#CHAMP!	2897.7	2872.8	464.3	4137.9		Chaine	Côte de Dakhla	Débarquement	Carnet de bord	1	Jour 162	Côte de Dakhla		11.14	145	17	2	2		dimanche 10 mars 2013	"N 23°41	690' W 15°55	952'"
857	858	2015	5	4	Altinkum	Port-de-Toplu	Turkey	60	12413	7	41	38.744	41.6457	0.7269	35	40.299	35.6717	0.6226	3179.0	3146.2	52.7	65612.7		Perles	"Port de Toplu	 Turquie"	Vent de face 	Almanach	0	Jour 858			1.13	7	7	3	2		lundi 4 mai 2015	"N 41°38	744' E 35°40	299'"
431	432	2013	12	5	Venice-Beach	Malibu	U.S.A	35	5980	7	34	0.724	34.0121	0.5936	-118	#CHAMP!	#CHAMP!	#CHAMP!	8812.9	8127.2	4.8	25088.1		Caoutchouc de stylo	"Magasin de vélo	 Santa Monica "	Départ	Carnet de bord	1	Jour 432	"Magasin de vélo	 Santa Monica "		1.25	32	15	3	2		jeudi 5 décembre 2013	"N 34°00	724' W 118°28	059'"
199	200	2013	4	17	Autoroute-de-Rosso	Keur-Massene	Mauritania	35	4850	7	16	33.268	16.5545	0.2889	-16	#CHAMP!	#CHAMP!	#CHAMP!	3668.3	3617.9	42.7	5090.1		Perles	Keur Massene	Deuxième dérailleur explosé	Carnet de bord	1	Jour 200	Keur Massene		2.12	22	14	0	2		mercredi 17 avril 2013	"N 16°33	268' W 16°14	248'"
860	861	2015	5	7	Gerze	Akliman	Turkey	45	12513	7	42	3.283	42.0547	0.734	35	2.73	35.0455	0.6117	3112.4	3081.6	31.0	65687.3		Demi étoile en plastique	"Akliman	 Turquie"	fin de la quatre-voix 	Almanach	0	Jour 861			0.68	20	7	3	2		jeudi 7 mai 2015	"N 42°03	283' E 35°02	730'"
249	250	2013	6	6	Mazunte	San-Agustinillo	Mexico	0	5250	7	15	39.55	15.6592	0.2733	-96	#CHAMP!	#CHAMP!	#CHAMP!	8901.0	8195.0	1.7	19940.8		Bracelet caoutchouc	Mazunte	Glandage suite	Carnet de bord	1	Jour 250	Mazunte		1.36	23	11	7	1		mercredi 5 juin 2013	"N 15°39	511' W 96°33	162'"
824	825	2015	4	1	Kobuleti	Gonio	Georgia	52	11729	7	41	34.671	41.5779	0.7257	41	34.306	41.5718	0.7256	3620.4	3571.9	32.0	64702.1		Capuchon jaune 	"Gonio 	 Georgie"	Dernier jour en Géorgie 	Almanach	0	Jour 825			0.83	28	4	3	2		mercredi 1 avril 2015	"N 41°34	671' E 41°34	306'"
619	620	2014	9	8	Bangkok	Bangkok	Thailand	0	9261	7	13	44.114	13.7352	0.2397	100	33.78	100.563	1.7552	9934.8	8958.9	0.1	46194.7		Objet métallique	"1 Thanon Sukhumvit	 Khlong Toei Nuea	 Watthana	 Bangkok 10110	 Thaïlande"	Visa indiens	Almanach	0	Jour 620			2.56	15	14	2	2		lundi 8 septembre 2014	"N 13°44	1135' E 100°33	7803'"
620	621	2014	9	9	Bangkok	Bangkok	Thailand	0	9261	7	13	44.24	13.7373	0.2398	100	33.773	100.5629	1.7552	9934.7	8958.8	0.2	46194.9		Gaine	"10 Prasan Mit Alley	 Khlong Toei Nuea	 Watthana	 Bangkok 10110	 Thaïlande"	Changement d'adresse	Almanach	0	Jour 621			0.86	16	15	3	2		mardi 9 septembre 2014	"N 13°44	2396' E 100°33	7734'"
432	433	2013	12	6	Malibu	Camarillo	U.S.A	60	6040	7	34	0.941	34.0157	0.5937	-118	#CHAMP!	#CHAMP!	#CHAMP!	8832.7	8142.5	32.5	25120.7		Brosse à dent	Malibu	Adieu Pamela	Carnet de bord	1	Jour 433	Malibu		2.68	65	8	3	2		vendredi 6 décembre 2013	"N 34°00.941' W 118°49	238'"
644	645	2014	10	3	Thaton	Kyaiktiyo	Myanmar	75	9851	7	17	18.054	17.3009	0.302	97	0.363	97.006	1.6931	9385.6	8560.1	57.3	46862.2		connecteur	Port de Kyaiktiyo	Foot au village	Carnet de bord	1	Jour 645	Bain de foule à Kyaiktiyo		2.68	177	15	0	2		vendredi 3 octobre 2014	"N 17°18	0540' E 97°00	3629'"
632	633	2014	9	21	Bangkok	Bangkok	Thailand	10	9281	7	13	44.309	13.7385	0.2398	100	31.003	100.5167	1.7543	9931.3	8956.4	2.9	46222.0		Capuchon Jaune 	"Gare ferroviaire	 bangkok"	Adieu Bangkok	Carnet de bord	1	Jour 633	Bye-bye Bangkok		1.94	23	4	3	2		dimanche 21 septembre 2014	"N 13°44	3093' E 100°31	0027'"
505	506	2014	2	17	Probolinggo	Surabaya	Indonesia	90	7596	8	-7	#CHAMP!	#CHAMP!	#CHAMP!	112	43.416	112.7236	1.9674	12593.8	10642.3	70.8	41011.0		Capuchon Alu	"Surabaya	 Police office"	Trafic	Almanach	0	Jour 506			2.83	20	7	2	2		lundi 17 février 2014	"S 07°19	965' E 112°43	416'"
595	596	2014	8	15	Parit-Buntar	Butterworth	Malaysia	50	9061	8	5	23.664	5.3944	0.0941	100	21.87	100.3645	1.7517	10626.8	9437.7	35.2	45236.6		Fiche RCA	Butterworth	Plan (hébergement) foireux 	Carnet de bord	1	Jour 596	De Kuala Lumpur à Penang		1.7	37	0	0	2		vendredi 15 août 2014	"N 05°23	664' E 100°21	870'"
194	195	2013	4	12	Nouakchott	Nouakchott	Mauritania	0	4655	8	18	5.268	18.0878	0.3157	-15	#CHAMP!	#CHAMP!	#CHAMP!	3496.4	3452.7	0.4	4913.7		Cerf plastique	"Banque de Chingueti	 Nouakchott"	Sortie duPoint Chaud	Carnet de bord	1	Jour 195	"Banque de Chingueti	 Nouakchott"		0.47	34	3	3	2		vendredi 12 avril 2013	"N 18°05	268' W 15°58	592'"
711	712	2014	12	9	Urbanscape	Kuala-Lumpur	Malaysia	0	10771	8	2	44.628	2.7438	0.0479	101	41.56	101.6927	1.7749	10946.6	9649.6	74.1	53414.7		Gaine	KL airport	ByBy Kuala Lumpur	Almanach	0	Jour 712			1.0	24	14	3	2		mardi 9 décembre 2014	"N 02°44	6279' E 101°41	5603'"
215	216	2013	5	3	Dakar	Dakar	Senegal	0	5205	8	14	40.089	14.6682	0.256	-17	#CHAMP!	#CHAMP!	#CHAMP!	3903.4	3842.7	8.2	5408.7		Carrelage 	Île de Gorée	Promenade	Carnet de bord	1	Jour 216	Île de Gorée		4.65	38	8	6	2		vendredi 3 mai 2013	"N 14°40	089' W 17°23	882'"
989	990	2015	9	13	St-Julien-de-Concelles	Nantes	France	20	17755	8	47	12.564	47.2094	0.824	-1	#CHAMP!	#CHAMP!	#CHAMP!	208.8	208.7	14.1	69505.0		Plaquette métal	"Rue Chaptal	 Nantes	 France"	Escale à Nantes	Carnet de bord	1	Jour 990	Le long de la Loire		4.85	19	14	2	2		dimanche 13 septembre 2015	"N 47°12	564' W 01°34	429'"
863	864	2015	5	10	Abana	Abana	Turkey	10	12648	8	41	58.767	41.9795	0.7327	34	1.427	34.0238	0.5938	3040.1	3011.3	0.4	65778.5		Bougie	"Port Abana	 Turquie "	Pause forcée à cause des chiens	Carnet de bord	1	Jour 864	Au-revoir highway		0.54	49	4	3	2		dimanche 10 mai 2015	"N 41°58	767' E 34°01	427'"
96	97	2013	1	4	Rabat	Rabat	Morocco	0	2411	8	34	1.465	34.0244	0.5938	-6	#CHAMP!	#CHAMP!	#CHAMP!	1570.4	1566.4	0.2	2468.9		Fiche RCA	Rabat	A la pêche aux visas	Carnet de bord	1	Jour 97	Rabat		2.08	42	12	0	2		vendredi 4 janvier 2013	"N 34°01	465' W 6°50	353'"
856	857	2015	5	3	Terme	Altinkum	Turkey	85	12353	8	41	23.468	41.3911	0.7224	36	12.332	36.2055	0.6319	3231.5	3197.0	72.6	65560.0		Carré de céramique 	"Altinkum	 Samasun	 Turquie"	Jour gris et humide 	Almanach	0	Jour 857			2.26	15	8	6	2		dimanche 3 mai 2015	"N 41°23	468' E 36°12	332'"
163	164	2013	3	12	Dakhla	Dakhla	Morocco	0	3810	9	23	41.955	23.6993	0.4136	-15	#CHAMP!	#CHAMP!	#CHAMP!	2897.3	2872.4	1.7	4140.9		Lettrine plastique	Dakhla centre	prolongation séjour	Carnet de bord	1	Jour 164	Dakhla centre		0.59	30	15	3	2		mardi 12 mars 2013	"N 23°41	955' W 15°56	058'"
988	989	2015	9	12	St-Mathurin-sur-Loire	St-Julien-de-Concelles	France	110	17735	9	47	15.134	47.2522	0.8247	-1	#CHAMP!	#CHAMP!	#CHAMP!	218.9	218.9	83.5	69490.9		Scoubidou	"St Julien de Concelles	 France "	Accueillis chez Isabelle 	Almanach	0	Jour 989			2.46	100	6	3	2		samedi 12 septembre 2015	"N 47°15	134' W 01°23	863'"
222	223	2013	5	10	Dakar	Dakar	Senegal	0	5220	9	14	47.936	14.7989	0.2583	-17	#CHAMP!	#CHAMP!	#CHAMP!	3887.0	3827.1	18.5	5472.8		Cachet	"Mbebess	 décharge de Dakar"	Exploration de la décharge	Carnet de bord	1	Jour 223	"Mbebess	 décharge de Dakar"		1.03	16	17	0	2		vendredi 10 mai 2013	"N 14°47	936' W 17°18	968'"
177	178	2013	3	26	Nouakchott	Nouakchott	Mauritania	5	4655	9	18	5.595	18.0933	0.3158	-15	#CHAMP!	#CHAMP!	#CHAMP!	3495.9	3452.2	2.7	4889.3		Fermeture éclaire	"Auberge Ménata	 Nouakchott"	Déménagement	Carnet de bord	1	Jour 178	"Auberge Ménata	 Nouakchott"		3.14	38	14	2	2		mardi 26 mars 2013	"N 18°05	595' W 15°58	651'"
178	179	2013	3	27	Nouakchott	Nouakchott	Mauritania	0	4655	9	18	5.589	18.0932	0.3158	-15	#CHAMP!	#CHAMP!	#CHAMP!	3495.9	3452.2	0.0	4889.3		Perle	"Auberge Ménata	 Nouakchott"	Synchronisation	Carnet de bord	1	Jour 179	"Auberge Ménata	 Nouakchott"		1.89	13	13	6	2		mercredi 27 mars 2013	"N 18°05	589' W 15°58	643'"
478	479	2014	1	21	Oakland	Oakland	U.S.A	0	7131	10	37	50.774	37.8462	0.6605	-122	#CHAMP!	#CHAMP!	#CHAMP!	8686.0	8029.1	18.9	26228.0		Météorite 	The place for sustainable living	Tournage	Carnet de bord	1	Jour 479	The place for sustainable living		0.94	13	17	6	2		mardi 21 janvier 2014	"N 37°50	774' W 122°17	138'"
95	96	2013	1	3	Rabat	Rabat	Morocco	0	2411	10	34	1.367	34.0228	0.5938	-6	#CHAMP!	#CHAMP!	#CHAMP!	1570.6	1566.6	0.1	2468.7		Accessoires de GSM	Fnac Berbère	Courses dans la medina	Carnet de bord	1	Jour 96	Fnac Berbère		0.29	0	15	3	2		jeudi 3 janvier 2013	"N 34°01	367' W 6°50	382'"
448	449	2013	12	22	Watsonville	Watsonville	U.S.A	0	6555	10	36	54.738	36.9123	0.6442	-121	#CHAMP!	#CHAMP!	#CHAMP!	8740.8	8071.6	3.9	25922.6		Image football	Watsonville	Barbecue	Carnet de bord	1	Jour 449	Watsonville		1.84	90	0	5	2		dimanche 22 décembre 2013	"N 36°54	738' W 121°45	672'"
45	46	2012	11	14	Deba	Lekeito	Spain	25	1336	10	43	21.883	43.3647	0.7569	-2	#CHAMP!	#CHAMP!	#CHAMP!	529.7	529.6	13.8	914.7			Lekeitio		Carnet de bord	1	Jour 46	Lekeitio		6.08	25	14	0	2		mercredi 14 novembre 2012	"N 43°21	883' W 2°30	045'"
151	152	2013	2	28	Akhfennir	Lagune-de-Naïla	Morocco	25	3650	10	28	1.591	28.0265	0.4892	-12	#CHAMP!	#CHAMP!	#CHAMP!	2329.6	2316.6	6.4	3500.7		Vertèbre 	Lagune de Naïla	Pas de flamants roses	Carnet de bord	1	Jour 152	Lagune de Naïla		0.39	17	13	7	1		jeudi 28 février 2013	"N 28°01	591' W 12°14	810'"
825	826	2015	4	2	Gonio	Kemalpasa	Georgia	30	11759	10	41	28.869	41.4812	0.724	41	31.066	41.5178	0.7246	3621.3	3572.8	11.7	64713.7		Douille de munition	"Kemalpasa	 Turquie"	Passage de fontière	Carnet de bord	1	Jour 826	Entrée en Turquie		6.67	22	14	2	2		jeudi 2 avril 2015	"N 41°28	869' E 41°31	066'"
479	480	2014	1	22	Oakland	Oakland	U.S.A	0	7131	10	37	50.779	37.8463	0.6605	-122	#CHAMP!	#CHAMP!	#CHAMP!	8685.9	8029.1	0.0	26228.0		Prise RCA	The place for sustainable living	Tournage	Carnet de bord	1	Jour 480	The place for sustainable living		2.69	22	14	0	2		mercredi 22 janvier 2014	"N 37°50	779' W 122°17	129'"
134	135	2013	2	11	Route-de-Sidi-Ifni	Sidi-Ifni	Morocco	25	3305	10	29	22.886	29.3814	0.5128	-10	#CHAMP!	#CHAMP!	#CHAMP!	2134.7	2124.7	20.7	3178.7		Crochet métallique	Sidi Ifni	Ex free partie	Carnet de bord	1	Jour 135	Sidi Ifni		0.72	25	14	2	2		lundi 11 février 2013	N 29°22.886' W10°10.674'
101	102	2013	1	9	Rabat	Rabat	Morocco	0	2411	10	34	1.48	34.0247	0.5938	-6	#CHAMP!	#CHAMP!	#CHAMP!	1570.4	1566.4	2.2	2474.9		Clavier de téléphone	"Médina de Rabat	 Fnac Berbère"	Un jour de boulot	Carnet de bord	1	Jour 102	"Médina de Rabat	 Fnac Berbère"		2.48	38	14	3	2		mercredi 9 janvier 2013	"N 34°01	480' W 6°50	512'"
202	203	2013	4	20	Saint-Louis	Saint-Louis	Senegal	0	4935	10	16	1.735	16.0289	0.2798	-16	#CHAMP!	#CHAMP!	#CHAMP!	3732.1	3679.0	0.3	5156.3		3 perles	Iles de Saint Louis	Soirée musicale	Carnet de bord	1	Jour 203	Iles de Saint Louis		5.07	88	13	0	2		samedi 20 avril 2013	"N 16°01	735' W 16°30	233'"
97	98	2013	1	5	Rabat	Rabat	Morocco	0	2411	10	34	1.377	34.023	0.5938	-6	#CHAMP!	#CHAMP!	#CHAMP!	1570.6	1566.6	0.2	2469.0		Pile bouton	Medina de Rabat	Courses électroniques	Carnet de bord	1	Jour 98	Medina de Rabat		0.31	6	14	2	2		samedi 5 janvier 2013	"N 34°01	377' W 6°50	301'"
246	247	2013	6	3	Acapulco	Mazunte	Mexico	0	5250	10	15	39.898	15.665	0.2734	-96	#CHAMP!	#CHAMP!	#CHAMP!	8901.8	8195.5	383.2	19935.3		Ficelle d'argent	Acapulco	Transit	Carnet de bord	1	Jour 247	Acapulco		0.95	20	1	6	1		dimanche 2 juin 2013	"N 16°50	557' W 99°55	611'"
593	594	2014	8	13	Teluk-Intan	Sri-Manjung	Malaysia	70	8931	10	4	21.156	4.3526	0.076	100	37.554	100.6259	1.7563	10733.7	9509.2	56.9	45116.6		Objet métallique non identifié	Sri Manjung	Palme #3	Almanach	0	Jour 594			3.49	24	14	2	2		mercredi 13 août 2014	"N 04°21	156' E 100°37	554'"
611	612	2014	8	31	Padang-Besar	Bangkok	Thailand	0	9261	10	13	44.34	13.739	0.2398	100	31.007	100.5168	1.7543	9931.3	8956.4	787.1	46186.6		Petite roue	Hua Lamphong Railway Station Bangkok Thaïlande	Arrivée en piteux état	Almanach	0	Jour 612			0.13	13	14	3	2		dimanche 31 août 2014	"N 13°44	3396' E 100°31	0068'"
36	37	2012	11	5	Contis	Moliets-et-Maâ	France	45	1096	10	43	57.158	43.9526	0.7671	-1	#CHAMP!	#CHAMP!	#CHAMP!	496.8	496.7	17.2	775.1			Vielle sur Gironde		Carnet de bord	1	Jour 37	Vielle sur Gironde		0.28	54	6	3	2		lundi 5 novembre 2012	"N 43°57	158' W 1°21	740'"
524	525	2014	3	8	Sangubanyu	Gombong	Indonesia	50	8246	10	-7	#CHAMP!	#CHAMP!	#CHAMP!	109	30.822	109.5137	1.9114	12385.2	10526.0	48.0	41428.4		Bonbon	Poste de police de Gombong	Tourista on the road	Almanach	0	Jour 525			4.84	69	2	0	0		samedi 8 mars 2014	"S 07°36	344' E 109°30	822'"
523	524	2014	3	7	Kansongan	Sangubanyu	Indonesia	70	8196	10	-7	#CHAMP!	#CHAMP!	#CHAMP!	109	54.597	109.91	1.9183	12428.9	10550.6	46.9	41380.4		Cigarette locale	Sangubanyu	Reprise	Almanach	0	Jour 524			2.48	120	13	0	2		vendredi 7 mars 2014	"S 07°47	076' E 109°54	597'"
94	95	2013	1	2	Fès	Rabat	Morocco	10	2411	11	34	1.367	34.0228	0.5938	-6	#CHAMP!	#CHAMP!	#CHAMP!	1570.6	1566.6	172.8	2468.6		Té de golf	Medina de Rabat	Arrivée à l'hôtel d'Alger	Carnet de bord	1	Jour 95	Medina de Rabat		0.74	54	13	1	2		mercredi 2 janvier 2013	"N 34°01	367' W 6°50	345'"
206	207	2013	4	24	Saint-Louis	Mouit	Senegal	25	4960	11	15	51.958	15.866	0.2769	-16	#CHAMP!	#CHAMP!	#CHAMP!	3749.6	3695.8	17.6	5176.7		Tube de colle	Mioum	Rencontre avec les Bayfalls	Carnet de bord	1	Jour 207	Mioum		1.47	63	13	3	2		mercredi 24 avril 2013	"N 15°51	958' W 16°30	208'"
110	111	2013	1	18	Route-d''Essaouira'	Essaouira	Morocco	60	2911	11	31	32.062	31.5344	0.5504	-9	#CHAMP!	#CHAMP!	#CHAMP!	1892.1	1885.1	43.7	2880.6		Pad de clavier de téléphone	Essaouira	Arrivé à Essaouira	Carnet de bord	1	Jour 111	Essaouira		1.36	55	14	3	2		vendredi 18 janvier 2013	"N 31°32	062' W 9°45	140'"
34	35	2012	11	3	Biscarosse-Plage	Biscarosse	France	10	981	11	44	27.015	44.4503	0.7758	-1	#CHAMP!	#CHAMP!	#CHAMP!	451.1	451.0	17.2	718.9			Biscarosse-Plage		Carnet de bord	1	Jour 35	Biscarosse-Plage		0.43	57	12	0	2		samedi 3 novembre 2012	"N 44°27	015' W 1°15	015'"
